,geo_value,geo_type,value,time_value
2321134,42085,county,1.0,2020-05-29
2321137,42085,county,0.0,2020-05-30
2321140,42085,county,0.0,2020-05-31
2321143,42085,county,0.0,2020-06-01
2321146,42085,county,0.0,2020-06-02
2321149,42085,county,1.0,2020-06-03
2321152,42085,county,2.0,2020-06-04
2321155,42085,county,0.0,2020-06-05
2321158,42085,county,1.0,2020-06-06
2321161,42085,county,0.0,2020-06-07
2321164,42085,county,0.0,2020-06-08
2321167,42085,county,2.0,2020-06-09
2321170,42085,county,1.0,2020-06-10
2321173,42085,county,0.0,2020-06-11
2321176,42085,county,0.0,2020-06-12
2321179,42085,county,0.0,2020-06-13
2321182,42085,county,0.0,2020-06-14
2321185,42085,county,1.0,2020-06-15
2321188,42085,county,2.0,2020-06-16
2321191,42085,county,0.0,2020-06-17
2321194,42085,county,0.0,2020-06-18
2321197,42085,county,0.0,2020-06-19
2321200,42085,county,0.0,2020-06-20
2321203,42085,county,1.0,2020-06-21
2321206,42085,county,0.0,2020-06-22
2321209,42085,county,1.0,2020-06-23
2321212,42085,county,1.0,2020-06-24
2321215,42085,county,6.0,2020-06-25
2321218,42085,county,4.0,2020-06-26
2321221,42085,county,3.0,2020-06-27
2321224,42085,county,2.0,2020-06-28
2321227,42085,county,0.0,2020-06-29
2321230,42085,county,4.0,2020-06-30
2321233,42085,county,0.0,2020-07-01
2321236,42085,county,1.0,2020-07-02
2321239,42085,county,1.0,2020-07-03
2321242,42085,county,7.0,2020-07-04
2321245,42085,county,4.0,2020-07-05
2321248,42085,county,4.0,2020-07-06
2321251,42085,county,2.0,2020-07-07
2321254,42085,county,0.0,2020-07-08
2321257,42085,county,2.0,2020-07-09
2321260,42085,county,1.0,2020-07-10
2321263,42085,county,4.0,2020-07-11
2321266,42085,county,2.0,2020-07-12
2321269,42085,county,6.0,2020-07-13
2321272,42085,county,11.0,2020-07-14
2321275,42085,county,18.0,2020-07-15
2321278,42085,county,5.0,2020-07-16
2321281,42085,county,10.0,2020-07-17
2321284,42085,county,3.0,2020-07-18
2321287,42085,county,10.0,2020-07-19
2321290,42085,county,13.0,2020-07-20
2321293,42085,county,14.0,2020-07-21
2321296,42085,county,19.0,2020-07-22
2321299,42085,county,5.0,2020-07-23
2321302,42085,county,6.0,2020-07-24
2321305,42085,county,5.0,2020-07-25
2321308,42085,county,3.0,2020-07-26
2321311,42085,county,4.0,2020-07-27
2321314,42085,county,3.0,2020-07-28
2321317,42085,county,5.0,2020-07-29
2321320,42085,county,9.0,2020-07-30
2321323,42085,county,14.0,2020-07-31
2321326,42085,county,10.0,2020-08-01
2321329,42085,county,7.0,2020-08-02
2321332,42085,county,7.0,2020-08-03
2321335,42085,county,9.0,2020-08-04
2321338,42085,county,11.0,2020-08-05
2321341,42085,county,13.0,2020-08-06
2321344,42085,county,16.0,2020-08-07
2321347,42085,county,15.0,2020-08-08
2321350,42085,county,18.0,2020-08-09
2321353,42085,county,7.0,2020-08-10
2321356,42085,county,4.0,2020-08-11
2321359,42085,county,10.0,2020-08-12
2321362,42085,county,13.0,2020-08-13
2321365,42085,county,12.0,2020-08-14
2321368,42085,county,10.0,2020-08-15
2321371,42085,county,2.0,2020-08-16
2321374,42085,county,2.0,2020-08-17
2321377,42085,county,9.0,2020-08-18
2321380,42085,county,0.0,2020-08-19
2321383,42085,county,6.0,2020-08-20
2321386,42085,county,4.0,2020-08-21
2321389,42085,county,6.0,2020-08-22
2321392,42085,county,8.0,2020-08-23
2321395,42085,county,7.0,2020-08-24
2321398,42085,county,2.0,2020-08-25
2321401,42085,county,2.0,2020-08-26
2321404,42085,county,3.0,2020-08-27
2321407,42085,county,3.0,2020-08-28
2321410,42085,county,2.0,2020-08-29
2321413,42085,county,2.0,2020-08-30
2321416,42085,county,1.0,2020-08-31
2321419,42085,county,3.0,2020-09-01
2321422,42085,county,4.0,2020-09-02
2321425,42085,county,7.0,2020-09-03
2321428,42085,county,4.0,2020-09-04
2321431,42085,county,8.0,2020-09-05
2321434,42085,county,17.0,2020-09-06
2321437,42085,county,9.0,2020-09-07
2321440,42085,county,8.0,2020-09-08
2321443,42085,county,5.0,2020-09-09
2321446,42085,county,3.0,2020-09-10
2321449,42085,county,2.0,2020-09-11
2321452,42085,county,17.0,2020-09-12
2321455,42085,county,20.0,2020-09-13
2321458,42085,county,0.0,2020-09-14
2321461,42085,county,4.0,2020-09-15
2321464,42085,county,2.0,2020-09-16
2321467,42085,county,1.0,2020-09-17
2321470,42085,county,21.0,2020-09-18
2321473,42085,county,4.0,2020-09-19
2321476,42085,county,7.0,2020-09-20
2321479,42085,county,4.0,2020-09-21
2321482,42085,county,4.0,2020-09-22
2321485,42085,county,2.0,2020-09-23
2321488,42085,county,6.0,2020-09-24
2321491,42085,county,9.0,2020-09-25
2321494,42085,county,5.0,2020-09-26
2321497,42085,county,3.0,2020-09-27
2321500,42085,county,6.0,2020-09-28
2321503,42085,county,7.0,2020-09-29
2321506,42085,county,3.0,2020-09-30
2321509,42085,county,5.0,2020-10-01
2321512,42085,county,9.0,2020-10-02
2321515,42085,county,8.0,2020-10-03
2321518,42085,county,6.0,2020-10-04
2321521,42085,county,6.0,2020-10-05
2321524,42085,county,5.0,2020-10-06
2321527,42085,county,3.0,2020-10-07
2321530,42085,county,12.0,2020-10-08
2321533,42085,county,8.0,2020-10-09
2321536,42085,county,16.0,2020-10-10
2321539,42085,county,7.0,2020-10-11
2321542,42085,county,6.0,2020-10-12
2321545,42085,county,9.0,2020-10-13
2321548,42085,county,7.0,2020-10-14
2321551,42085,county,14.0,2020-10-15
2321554,42085,county,5.0,2020-10-16
2321557,42085,county,15.0,2020-10-17
2321560,42085,county,5.0,2020-10-18
2321563,42085,county,11.0,2020-10-19
2321566,42085,county,18.0,2020-10-20
2321569,42085,county,12.0,2020-10-21
2321572,42085,county,18.0,2020-10-22
2321575,42085,county,24.0,2020-10-23
2321578,42085,county,14.0,2020-10-24
2321581,42085,county,11.0,2020-10-25
2321584,42085,county,22.0,2020-10-26
2321587,42085,county,17.0,2020-10-27
2321590,42085,county,23.0,2020-10-28
2321593,42085,county,21.0,2020-10-29
2321596,42085,county,27.0,2020-10-30
2321599,42085,county,35.0,2020-10-31
2321602,42085,county,11.0,2020-11-01
2321605,42085,county,19.0,2020-11-02
2321608,42085,county,45.0,2020-11-03
2321611,42085,county,22.0,2020-11-04
2321614,42085,county,36.0,2020-11-05
2321617,42085,county,39.0,2020-11-06
2321620,42085,county,48.0,2020-11-07
2321623,42085,county,35.0,2020-11-08
2321626,42085,county,32.0,2020-11-09
2321629,42085,county,60.0,2020-11-10
2321632,42085,county,80.0,2020-11-11
2321635,42085,county,90.0,2020-11-12
2321638,42085,county,66.0,2020-11-13
2321641,42085,county,75.0,2020-11-14
2321644,42085,county,65.0,2020-11-15
2321647,42085,county,64.0,2020-11-16
2321650,42085,county,59.0,2020-11-17
2321653,42085,county,110.0,2020-11-18
2321656,42085,county,56.0,2020-11-19
2321659,42085,county,55.0,2020-11-20
2321662,42085,county,72.0,2020-11-21
2321665,42085,county,94.0,2020-11-22
2321668,42085,county,46.0,2020-11-23
2321671,42085,county,55.0,2020-11-24
2321674,42085,county,104.0,2020-11-25
2321677,42085,county,50.0,2020-11-26
2321680,42085,county,66.0,2020-11-27
2321683,42085,county,100.0,2020-11-28
2321686,42085,county,61.0,2020-11-29
2321689,42085,county,50.0,2020-11-30
2321692,42085,county,118.0,2020-12-01
2321695,42085,county,54.0,2020-12-02
2321698,42085,county,143.0,2020-12-03
2321701,42085,county,80.0,2020-12-04
2321704,42085,county,220.0,2020-12-05
2321707,42085,county,86.0,2020-12-06
2321710,42085,county,94.0,2020-12-07
2321713,42085,county,117.0,2020-12-08
2321716,42085,county,100.0,2020-12-09
2321719,42085,county,105.0,2020-12-10
2321722,42085,county,162.0,2020-12-11
2321725,42085,county,114.0,2020-12-12
2321728,42085,county,152.0,2020-12-13
2321731,42085,county,141.0,2020-12-14
2321734,42085,county,97.0,2020-12-15
2321737,42085,county,78.0,2020-12-16
2321740,42085,county,84.0,2020-12-17
2321743,42085,county,127.0,2020-12-18
2321746,42085,county,126.0,2020-12-19
2321749,42085,county,70.0,2020-12-20
2321752,42085,county,74.0,2020-12-21
2321755,42085,county,82.0,2020-12-22
2321758,42085,county,77.0,2020-12-23
2321761,42085,county,80.0,2020-12-24
2321764,42085,county,65.0,2020-12-25
2321767,42085,county,97.0,2020-12-26
2321770,42085,county,67.0,2020-12-27
2321773,42085,county,22.0,2020-12-28
2321776,42085,county,87.0,2020-12-29
2321779,42085,county,65.0,2020-12-30
2321782,42085,county,96.0,2020-12-31
2321785,42085,county,72.0,2021-01-01
2321788,42085,county,71.0,2021-01-02
2321791,42085,county,62.0,2021-01-03
2321794,42085,county,40.0,2021-01-04
2321797,42085,county,55.0,2021-01-05
2321800,42085,county,53.0,2021-01-06
2321803,42085,county,46.0,2021-01-07
2321806,42085,county,126.0,2021-01-08
2321809,42085,county,65.0,2021-01-09
2321812,42085,county,58.0,2021-01-10
2321815,42085,county,56.0,2021-01-11
2321818,42085,county,45.0,2021-01-12
2321821,42085,county,77.0,2021-01-13
2321824,42085,county,50.0,2021-01-14
2321827,42085,county,55.0,2021-01-15
2321830,42085,county,59.0,2021-01-16
2321833,42085,county,29.0,2021-01-17
2321836,42085,county,23.0,2021-01-18
2321839,42085,county,41.0,2021-01-19
2321842,42085,county,31.0,2021-01-20
2321845,42085,county,47.0,2021-01-21
2321848,42085,county,74.0,2021-01-22
2321851,42085,county,41.0,2021-01-23
2321854,42085,county,27.0,2021-01-24
2321857,42085,county,22.0,2021-01-25
2321860,42085,county,26.0,2021-01-26
2321863,42085,county,32.0,2021-01-27
2321866,42085,county,40.0,2021-01-28
2321869,42085,county,47.0,2021-01-29
2321872,42085,county,41.0,2021-01-30
2321875,42085,county,21.0,2021-01-31
2321878,42085,county,11.0,2021-02-01
2321881,42085,county,24.0,2021-02-02
2321884,42085,county,19.0,2021-02-03
2321887,42085,county,29.0,2021-02-04
2321890,42085,county,31.0,2021-02-05
2321893,42085,county,54.0,2021-02-06
2321896,42085,county,11.0,2021-02-07
2321899,42085,county,8.0,2021-02-08
2321902,42085,county,19.0,2021-02-09
2321905,42085,county,13.0,2021-02-10
2321908,42085,county,21.0,2021-02-11
2321911,42085,county,30.0,2021-02-12
2321914,42085,county,28.0,2021-02-13
2321917,42085,county,20.0,2021-02-14
2321920,42085,county,21.0,2021-02-15
2321923,42085,county,12.0,2021-02-16
2321926,42085,county,18.0,2021-02-17
2321929,42085,county,12.0,2021-02-18
2321932,42085,county,28.0,2021-02-19
2321935,42085,county,18.0,2021-02-20
2321938,42085,county,10.0,2021-02-21
2321941,42085,county,2.0,2021-02-22
2321944,42085,county,24.0,2021-02-23
2321947,42085,county,13.0,2021-02-24
2321950,42085,county,24.0,2021-02-25
2321953,42085,county,20.0,2021-02-26
2321956,42085,county,20.0,2021-02-27
2321959,42085,county,9.0,2021-02-28
2321962,42085,county,10.0,2021-03-01
2321965,42085,county,22.0,2021-03-02
2321968,42085,county,33.0,2021-03-03
2321971,42085,county,112.0,2021-03-04
2321974,42085,county,24.0,2021-03-05
2321977,42085,county,17.0,2021-03-06
2321980,42085,county,7.0,2021-03-07
2321983,42085,county,12.0,2021-03-08
2321986,42085,county,15.0,2021-03-09
2321989,42085,county,11.0,2021-03-10
2321992,42085,county,11.0,2021-03-11
2321995,42085,county,11.0,2021-03-12
2321998,42085,county,11.0,2021-03-13
2322001,42085,county,6.0,2021-03-14
2322004,42085,county,3.0,2021-03-15
2322007,42085,county,19.0,2021-03-16
2322010,42085,county,10.0,2021-03-17
2322013,42085,county,18.0,2021-03-18
2322016,42085,county,15.0,2021-03-19
2322019,42085,county,10.0,2021-03-20
2322022,42085,county,7.0,2021-03-21
2322025,42085,county,2.0,2021-03-22
2322028,42085,county,8.0,2021-03-23
2322031,42085,county,20.0,2021-03-24
2322034,42085,county,11.0,2021-03-25
2322037,42085,county,24.0,2021-03-26
2322040,42085,county,11.0,2021-03-27
2322043,42085,county,9.0,2021-03-28
2322046,42085,county,15.0,2021-03-29
2322049,42085,county,21.0,2021-03-30
2322052,42085,county,13.0,2021-03-31
2322055,42085,county,7.0,2021-04-01
2322058,42085,county,26.0,2021-04-02
2322061,42085,county,19.0,2021-04-03
2322064,42085,county,10.0,2021-04-04
2322067,42085,county,5.0,2021-04-05
2322070,42085,county,23.0,2021-04-06
2322073,42085,county,32.0,2021-04-07
2322076,42085,county,17.0,2021-04-08
2322079,42085,county,28.0,2021-04-09
2322082,42085,county,27.0,2021-04-10
2322085,42085,county,22.0,2021-04-11
2322088,42085,county,14.0,2021-04-12
2322091,42085,county,27.0,2021-04-13
2322094,42085,county,26.0,2021-04-14
2322097,42085,county,19.0,2021-04-15
2322100,42085,county,31.0,2021-04-16
2322103,42085,county,35.0,2021-04-17
2322106,42085,county,12.0,2021-04-18
2322109,42085,county,10.0,2021-04-19
2322112,42085,county,30.0,2021-04-20
2322115,42085,county,34.0,2021-04-21
2322118,42085,county,16.0,2021-04-22
2322121,42085,county,22.0,2021-04-23
2322124,42085,county,30.0,2021-04-24
2322127,42085,county,13.0,2021-04-25
2322130,42085,county,9.0,2021-04-26
2322133,42085,county,15.0,2021-04-27
2322136,42085,county,21.0,2021-04-28
2322139,42085,county,15.0,2021-04-29
2322142,42085,county,18.0,2021-04-30
2322145,42085,county,29.0,2021-05-01
2322148,42085,county,16.0,2021-05-02
2322151,42085,county,7.0,2021-05-03
2322154,42085,county,25.0,2021-05-04
2322157,42085,county,22.0,2021-05-05
2322160,42085,county,22.0,2021-05-06
2322163,42085,county,27.0,2021-05-07
2322166,42085,county,22.0,2021-05-08
2322169,42085,county,7.0,2021-05-09
2322172,42085,county,3.0,2021-05-10
2322175,42085,county,32.0,2021-05-11
2322178,42085,county,15.0,2021-05-12
2322181,42085,county,24.0,2021-05-13
2322184,42085,county,19.0,2021-05-14
2322187,42085,county,32.0,2021-05-15
2322190,42085,county,6.0,2021-05-16
2322193,42085,county,2.0,2021-05-17
2322196,42085,county,24.0,2021-05-18
2322199,42085,county,10.0,2021-05-19
2322202,42085,county,17.0,2021-05-20
2322205,42085,county,21.0,2021-05-21
2322208,42085,county,9.0,2021-05-22
2322211,42085,county,7.0,2021-05-23
2322214,42085,county,7.0,2021-05-24
2322217,42085,county,17.0,2021-05-25
2322220,42085,county,8.0,2021-05-26
2322223,42085,county,9.0,2021-05-27
2322226,42085,county,21.0,2021-05-28
2322229,42085,county,6.0,2021-05-29
2322232,42085,county,5.0,2021-05-30
2322235,42085,county,8.0,2021-05-31
2322238,42085,county,7.0,2021-06-01
2322241,42085,county,6.0,2021-06-02
2322244,42085,county,5.0,2021-06-03
2322247,42085,county,13.0,2021-06-04
2322250,42085,county,26.0,2021-06-05
2322253,42085,county,5.0,2021-06-06
2322256,42085,county,3.0,2021-06-07
2322259,42085,county,9.0,2021-06-08
2322262,42085,county,4.0,2021-06-09
2322265,42085,county,6.0,2021-06-10
2322268,42085,county,6.0,2021-06-11
2322271,42085,county,1.0,2021-06-12
2322274,42085,county,2.0,2021-06-13
2322277,42085,county,1.0,2021-06-14
2322280,42085,county,4.0,2021-06-15
2322283,42085,county,3.0,2021-06-16
2322286,42085,county,1.0,2021-06-17
2322289,42085,county,7.0,2021-06-18
2322292,42085,county,1.0,2021-06-19
2322295,42085,county,1.0,2021-06-20
2322298,42085,county,1.0,2021-06-21
2322301,42085,county,0.0,2021-06-22
2322304,42085,county,0.0,2021-06-23
2322307,42085,county,4.0,2021-06-24
2322310,42085,county,1.0,2021-06-25
2322313,42085,county,2.0,2021-06-26
2322316,42085,county,0.0,2021-06-27
2322319,42085,county,1.0,2021-06-28
2322322,42085,county,0.0,2021-06-29
2322325,42085,county,3.0,2021-06-30
2322328,42085,county,0.0,2021-07-01
2322331,42085,county,4.0,2021-07-02
2322334,42085,county,2.0,2021-07-03
2322337,42085,county,0.0,2021-07-04
2322340,42085,county,0.0,2021-07-05
2322343,42085,county,1.0,2021-07-06
2322346,42085,county,0.0,2021-07-07
2322349,42085,county,0.0,2021-07-08
2322352,42085,county,0.0,2021-07-09
2322355,42085,county,0.0,2021-07-10
2322358,42085,county,0.0,2021-07-11
2322361,42085,county,0.0,2021-07-12
2322364,42085,county,1.0,2021-07-13
2322367,42085,county,0.0,2021-07-14
2322370,42085,county,2.0,2021-07-15
2322373,42085,county,1.0,2021-07-16
2322376,42085,county,1.0,2021-07-17
2322379,42085,county,3.0,2021-07-18
2322382,42085,county,3.0,2021-07-19
2322385,42085,county,1.0,2021-07-20
2322388,42085,county,1.0,2021-07-21
2322391,42085,county,1.0,2021-07-22
2322394,42085,county,3.0,2021-07-23
2322397,42085,county,2.0,2021-07-24
2322400,42085,county,1.0,2021-07-25
2322403,42085,county,4.0,2021-07-26
2322406,42085,county,8.0,2021-07-27
2322409,42085,county,2.0,2021-07-28
2322412,42085,county,8.0,2021-07-29
2322415,42085,county,6.0,2021-07-30
2322418,42085,county,9.0,2021-07-31
2322421,42085,county,5.0,2021-08-01
2322424,42085,county,0.0,2021-08-02
2322427,42085,county,10.0,2021-08-03
2322430,42085,county,6.0,2021-08-04
2322433,42085,county,20.0,2021-08-05
2322436,42085,county,9.0,2021-08-06
2322439,42085,county,9.0,2021-08-07
2322442,42085,county,10.0,2021-08-08
2322445,42085,county,7.0,2021-08-09
2322448,42085,county,14.0,2021-08-10
2322451,42085,county,14.0,2021-08-11
2322454,42085,county,9.0,2021-08-12
2322457,42085,county,6.0,2021-08-13
2322460,42085,county,11.0,2021-08-14
2322463,42085,county,14.0,2021-08-15
2322466,42085,county,6.0,2021-08-16
2322469,42085,county,19.0,2021-08-17
2322472,42085,county,13.0,2021-08-18
2322475,42085,county,60.0,2021-08-19
2322478,42085,county,20.0,2021-08-20
2322481,42085,county,36.0,2021-08-21
2322484,42085,county,32.0,2021-08-22
2322487,42085,county,16.0,2021-08-23
2322490,42085,county,32.0,2021-08-24
2322493,42085,county,37.0,2021-08-25
2322496,42085,county,29.0,2021-08-26
2322499,42085,county,33.0,2021-08-27
2322502,42085,county,50.0,2021-08-28
2322505,42085,county,20.0,2021-08-29
2322508,42085,county,43.0,2021-08-30
2322511,42085,county,31.0,2021-08-31
2322514,42085,county,54.0,2021-09-01
2322517,42085,county,38.0,2021-09-02
2322520,42085,county,44.0,2021-09-03
2322523,42085,county,62.0,2021-09-04
2322526,42085,county,48.0,2021-09-05
2322529,42085,county,25.0,2021-09-06
2322532,42085,county,32.0,2021-09-07
2322535,42085,county,62.0,2021-09-08
2322538,42085,county,53.0,2021-09-09
2322541,42085,county,52.0,2021-09-10
2322544,42085,county,89.0,2021-09-11
2322547,42085,county,44.0,2021-09-12
2322550,42085,county,50.0,2021-09-13
2322553,42085,county,50.0,2021-09-14
2322556,42085,county,42.0,2021-09-15
2322559,42085,county,98.0,2021-09-16
2322562,42085,county,93.0,2021-09-17
2322565,42085,county,74.0,2021-09-18
2322568,42085,county,57.0,2021-09-19
2322571,42085,county,33.0,2021-09-20
2322574,42085,county,77.0,2021-09-21
2322577,42085,county,51.0,2021-09-22
2322580,42085,county,73.0,2021-09-23
2322583,42085,county,70.0,2021-09-24
2322586,42085,county,57.0,2021-09-25
2322589,42085,county,79.0,2021-09-26
2322592,42085,county,41.0,2021-09-27
2322595,42085,county,72.0,2021-09-28
2322598,42085,county,69.0,2021-09-29
2322601,42085,county,88.0,2021-09-30
2322604,42085,county,76.0,2021-10-01
2322607,42085,county,41.0,2021-10-02
2322610,42085,county,71.0,2021-10-03
2322613,42085,county,46.0,2021-10-04
2322616,42085,county,55.0,2021-10-05
2322619,42085,county,63.0,2021-10-06
2322622,42085,county,86.0,2021-10-07
2322625,42085,county,54.0,2021-10-08
2322628,42085,county,78.0,2021-10-09
2322631,42085,county,51.0,2021-10-10
2322634,42085,county,28.0,2021-10-11
2322637,42085,county,49.0,2021-10-12
2322640,42085,county,59.0,2021-10-13
2322643,42085,county,115.0,2021-10-14
2322646,42085,county,60.0,2021-10-15
2322649,42085,county,62.0,2021-10-16
2322652,42085,county,50.0,2021-10-17
2322655,42085,county,38.0,2021-10-18
2322658,42085,county,43.0,2021-10-19
2322661,42085,county,55.0,2021-10-20
2322664,42085,county,35.0,2021-10-21
2322667,42085,county,46.0,2021-10-22
2322670,42085,county,79.0,2021-10-23
2322673,42085,county,27.0,2021-10-24
2322676,42085,county,36.0,2021-10-25
2322679,42085,county,48.0,2021-10-26
2322682,42085,county,70.0,2021-10-27
2322685,42085,county,24.0,2021-10-28
2322688,42085,county,61.0,2021-10-29
2322691,42085,county,64.0,2021-10-30
2322694,42085,county,27.0,2021-10-31
2322697,42085,county,52.0,2021-11-01
2322700,42085,county,51.0,2021-11-02
2322703,42085,county,59.0,2021-11-03
2322706,42085,county,61.0,2021-11-04
2322709,42085,county,81.0,2021-11-05
2322712,42085,county,73.0,2021-11-06
2322715,42085,county,34.0,2021-11-07
2322718,42085,county,48.0,2021-11-08
2322721,42085,county,27.0,2021-11-09
2322724,42085,county,54.0,2021-11-10
2322727,42085,county,59.0,2021-11-11
2322730,42085,county,111.0,2021-11-12
