,geo_value,geo_type,value,time_value
213,362,hrr,119.0117055,2021-01-20
214,363,hrr,238.0928946,2021-01-20
273,445,hrr,201.5258558,2021-01-20
14,113,hrr,997.0850214,2021-01-21
152,285,hrr,520.152403,2021-01-21
159,296,hrr,301.5761465,2021-01-21
161,299,hrr,930.738884,2021-01-21
162,300,hrr,241.7434975,2021-01-21
192,335,hrr,287.1175433,2021-01-21
201,346,hrr,645.4939473,2021-01-21
202,347,hrr,157.9310566,2021-01-21
203,350,hrr,246.5455011,2021-01-21
204,351,hrr,762.5386691,2021-01-21
205,352,hrr,416.5878006,2021-01-21
206,354,hrr,86.1401176,2021-01-21
207,355,hrr,295.3817766,2021-01-21
208,356,hrr,1710.0205537,2021-01-21
209,357,hrr,1192.8027677,2021-01-21
210,358,hrr,266.9023576,2021-01-21
211,359,hrr,74.5681001,2021-01-21
212,360,hrr,130.0412379,2021-01-21
213,362,hrr,123.1401841,2021-01-21
214,363,hrr,211.6895213,2021-01-21
273,445,hrr,292.8699086,2021-01-21
14,113,hrr,1172.9732354,2021-01-22
152,285,hrr,539.2718271,2021-01-22
159,296,hrr,270.3290674,2021-01-22
161,299,hrr,925.3606335,2021-01-22
162,300,hrr,281.1207502,2021-01-22
192,335,hrr,185.3042426,2021-01-22
201,346,hrr,725.5654215,2021-01-22
202,347,hrr,118.455573,2021-01-22
203,350,hrr,298.3066255,2021-01-22
204,351,hrr,276.0037383,2021-01-22
205,352,hrr,492.7845717,2021-01-22
206,354,hrr,74.7517211,2021-01-22
207,355,hrr,355.1314348,2021-01-22
208,356,hrr,1516.877806,2021-01-22
209,357,hrr,894.5781727,2021-01-22
210,358,hrr,352.3454841,2021-01-22
211,359,hrr,93.7012575,2021-01-22
212,360,hrr,169.352958,2021-01-22
213,362,hrr,138.7927562,2021-01-22
214,363,hrr,272.3650611,2021-01-22
273,445,hrr,138.4312241,2021-01-22
14,113,hrr,1110.4034067,2021-01-23
152,285,hrr,744.2211364,2021-01-23
159,296,hrr,243.3608789,2021-01-23
161,299,hrr,755.115476,2021-01-23
162,300,hrr,238.1682974,2021-01-23
192,335,hrr,247.171745,2021-01-23
201,346,hrr,825.7237828,2021-01-23
202,347,hrr,111.9209689,2021-01-23
203,350,hrr,281.5718069,2021-01-23
204,351,hrr,299.3142228,2021-01-23
205,352,hrr,451.6500062,2021-01-23
206,354,hrr,88.2951434,2021-01-23
207,355,hrr,443.9042251,2021-01-23
208,356,hrr,1879.6418972,2021-01-23
209,357,hrr,1127.417771,2021-01-23
210,358,hrr,390.9057313,2021-01-23
211,359,hrr,68.265568,2021-01-23
212,360,hrr,163.2867962,2021-01-23
213,362,hrr,126.8905342,2021-01-23
214,363,hrr,194.9090633,2021-01-23
273,445,hrr,309.5815413,2021-01-23
14,113,hrr,1073.1946346,2021-01-24
152,285,hrr,503.3211279,2021-01-24
159,296,hrr,204.5342651,2021-01-24
161,299,hrr,628.8435831,2021-01-24
162,300,hrr,173.4626179,2021-01-24
192,335,hrr,163.4990906,2021-01-24
201,346,hrr,461.5995383,2021-01-24
202,347,hrr,81.1476562,2021-01-24
203,350,hrr,233.913321,2021-01-24
204,351,hrr,347.4049208,2021-01-24
205,352,hrr,299.7137421,2021-01-24
206,354,hrr,37.1865298,2021-01-24
207,355,hrr,253.5572185,2021-01-24
208,356,hrr,1255.4440725,2021-01-24
209,357,hrr,642.5227291,2021-01-24
210,358,hrr,186.729777,2021-01-24
211,359,hrr,67.5867116,2021-01-24
212,360,hrr,88.2293446,2021-01-24
213,362,hrr,93.4477519,2021-01-24
214,363,hrr,181.0559186,2021-01-24
273,445,hrr,126.5161044,2021-01-24
14,113,hrr,878.6898691,2021-01-25
152,285,hrr,457.855597,2021-01-25
159,296,hrr,134.4286794,2021-01-25
161,299,hrr,534.7804574,2021-01-25
162,300,hrr,118.3330952,2021-01-25
192,335,hrr,207.4269096,2021-01-25
201,346,hrr,338.9169553,2021-01-25
202,347,hrr,88.9226411,2021-01-25
203,350,hrr,208.9675291,2021-01-25
204,351,hrr,214.1803754,2021-01-25
205,352,hrr,364.6073891,2021-01-25
206,354,hrr,87.4577994,2021-01-25
207,355,hrr,215.23777,2021-01-25
208,356,hrr,1081.7559976,2021-01-25
209,357,hrr,940.1399236,2021-01-25
210,358,hrr,175.9776289,2021-01-25
211,359,hrr,60.6280545,2021-01-25
212,360,hrr,82.5242914,2021-01-25
213,362,hrr,52.3764575,2021-01-25
214,363,hrr,221.1048764,2021-01-25
273,445,hrr,129.5333015,2021-01-25
14,113,hrr,782.4438156,2021-01-26
152,285,hrr,597.1351825,2021-01-26
159,296,hrr,151.562833,2021-01-26
161,299,hrr,515.8635717,2021-01-26
162,300,hrr,137.0920918,2021-01-26
192,335,hrr,188.7147418,2021-01-26
201,346,hrr,782.7831725,2021-01-26
202,347,hrr,79.0328534,2021-01-26
203,350,hrr,282.0987096,2021-01-26
204,351,hrr,219.7531126,2021-01-26
205,352,hrr,549.1516531,2021-01-26
206,354,hrr,41.9333278,2021-01-26
207,355,hrr,295.6309077,2021-01-26
208,356,hrr,1634.5138622,2021-01-26
209,357,hrr,776.2172787,2021-01-26
210,358,hrr,280.4408398,2021-01-26
211,359,hrr,67.0044816,2021-01-26
212,360,hrr,115.6025414,2021-01-26
213,362,hrr,245.6877233,2021-01-26
214,363,hrr,215.4369354,2021-01-26
273,445,hrr,253.036621,2021-01-26
14,113,hrr,838.8927376,2021-01-27
152,285,hrr,549.0084565,2021-01-27
159,296,hrr,173.2176352,2021-01-27
161,299,hrr,657.987447,2021-01-27
162,300,hrr,155.1466579,2021-01-27
192,335,hrr,180.1407909,2021-01-27
201,346,hrr,702.420124,2021-01-27
202,347,hrr,123.6205735,2021-01-27
203,350,hrr,382.0820934,2021-01-27
204,351,hrr,314.4107791,2021-01-27
205,352,hrr,443.3337929,2021-01-27
206,354,hrr,92.7602303,2021-01-27
207,355,hrr,391.9320853,2021-01-27
208,356,hrr,1555.3864367,2021-01-27
209,357,hrr,1148.133384,2021-01-27
210,358,hrr,289.444471,2021-01-27
211,359,hrr,44.885564,2021-01-27
212,360,hrr,175.0716955,2021-01-27
213,362,hrr,169.9616556,2021-01-27
214,363,hrr,222.4647528,2021-01-27
273,445,hrr,155.3476432,2021-01-27
14,113,hrr,1054.4103213,2021-01-28
152,285,hrr,554.7910943,2021-01-28
159,296,hrr,203.0276931,2021-01-28
161,299,hrr,802.939284,2021-01-28
162,300,hrr,191.6737465,2021-01-28
192,335,hrr,236.268418,2021-01-28
201,346,hrr,821.3081557,2021-01-28
202,347,hrr,93.7499162,2021-01-28
203,350,hrr,283.4237194,2021-01-28
204,351,hrr,248.0159978,2021-01-28
205,352,hrr,1319.3093897,2021-01-28
206,354,hrr,60.2839162,2021-01-28
207,355,hrr,372.9996949,2021-01-28
208,356,hrr,1529.6900224,2021-01-28
209,357,hrr,968.7810919,2021-01-28
210,358,hrr,778.8368757,2021-01-28
211,359,hrr,80.7722345,2021-01-28
212,360,hrr,105.9910188,2021-01-28
213,362,hrr,115.7166894,2021-01-28
214,363,hrr,667.8150435,2021-01-28
273,445,hrr,193.392135,2021-01-28
14,113,hrr,1036.3751636,2021-01-29
152,285,hrr,675.0412949,2021-01-29
159,296,hrr,222.1651341,2021-01-29
161,299,hrr,740.6476287,2021-01-29
162,300,hrr,140.2909191,2021-01-29
192,335,hrr,231.8273294,2021-01-29
201,346,hrr,1024.2980427,2021-01-29
202,347,hrr,119.4185345,2021-01-29
203,350,hrr,304.7065932,2021-01-29
204,351,hrr,368.0118839,2021-01-29
205,352,hrr,851.3895913,2021-01-29
206,354,hrr,83.3786816,2021-01-29
207,355,hrr,1026.9681765,2021-01-29
208,356,hrr,2659.0606715,2021-01-29
209,357,hrr,955.4406984,2021-01-29
210,358,hrr,995.8613441,2021-01-29
211,359,hrr,38.8701661,2021-01-29
212,360,hrr,121.1819835,2021-01-29
213,362,hrr,84.1592818,2021-01-29
214,363,hrr,285.3930349,2021-01-29
273,445,hrr,227.0790871,2021-01-29
14,113,hrr,1026.9573971,2021-01-30
152,285,hrr,596.9682565,2021-01-30
159,296,hrr,203.5722096,2021-01-30
161,299,hrr,580.5868616,2021-01-30
162,300,hrr,156.5766003,2021-01-30
192,335,hrr,199.6794717,2021-01-30
201,346,hrr,665.61087,2021-01-30
202,347,hrr,176.7480319,2021-01-30
203,350,hrr,376.2446985,2021-01-30
204,351,hrr,330.4173445,2021-01-30
205,352,hrr,459.8875651,2021-01-30
206,354,hrr,75.8269479,2021-01-30
207,355,hrr,331.0327269,2021-01-30
208,356,hrr,1697.1444051,2021-01-30
209,357,hrr,937.5011768,2021-01-30
210,358,hrr,305.758291,2021-01-30
211,359,hrr,73.6958218,2021-01-30
212,360,hrr,138.0137929,2021-01-30
213,362,hrr,142.2955785,2021-01-30
214,363,hrr,231.3143872,2021-01-30
273,445,hrr,185.3020972,2021-01-30
14,113,hrr,835.4529811,2021-01-31
152,285,hrr,480.6382769,2021-01-31
159,296,hrr,151.205732,2021-01-31
161,299,hrr,639.6992329,2021-01-31
162,300,hrr,107.9110256,2021-01-31
192,335,hrr,123.6193334,2021-01-31
201,346,hrr,459.9733597,2021-01-31
202,347,hrr,99.4363061,2021-01-31
203,350,hrr,357.0265677,2021-01-31
204,351,hrr,237.9471753,2021-01-31
205,352,hrr,423.473329,2021-01-31
206,354,hrr,34.6466232,2021-01-31
207,355,hrr,362.2365806,2021-01-31
208,356,hrr,1149.767098,2021-01-31
209,357,hrr,515.7900244,2021-01-31
210,358,hrr,164.1832045,2021-01-31
211,359,hrr,53.5677664,2021-01-31
212,360,hrr,62.603686,2021-01-31
213,362,hrr,121.9566556,2021-01-31
214,363,hrr,243.1432249,2021-01-31
273,445,hrr,119.6638431,2021-01-31
14,113,hrr,581.8888874,2021-02-01
152,285,hrr,388.7450786,2021-02-01
159,296,hrr,73.6501609,2021-02-01
161,299,hrr,342.6595569,2021-02-01
162,300,hrr,96.7288837,2021-02-01
192,335,hrr,137.9755796,2021-02-01
201,346,hrr,418.1927819,2021-02-01
202,347,hrr,83.7032639,2021-02-01
203,350,hrr,158.3205107,2021-02-01
204,351,hrr,179.3662986,2021-02-01
205,352,hrr,346.8418719,2021-02-01
206,354,hrr,45.1573528,2021-02-01
207,355,hrr,222.7755465,2021-02-01
208,356,hrr,973.7521805,2021-02-01
209,357,hrr,707.632845,2021-02-01
210,358,hrr,188.617452,2021-02-01
211,359,hrr,55.9150826,2021-02-01
212,360,hrr,89.0723809,2021-02-01
213,362,hrr,54.8599767,2021-02-01
214,363,hrr,132.6660868,2021-02-01
273,445,hrr,108.7056932,2021-02-01
14,113,hrr,350.3598407,2021-02-02
152,285,hrr,403.9113101,2021-02-02
159,296,hrr,66.9511868,2021-02-02
161,299,hrr,315.9626694,2021-02-02
162,300,hrr,73.8899262,2021-02-02
192,335,hrr,168.1986365,2021-02-02
201,346,hrr,415.4228943,2021-02-02
202,347,hrr,95.6196072,2021-02-02
203,350,hrr,183.9101381,2021-02-02
204,351,hrr,198.6790236,2021-02-02
205,352,hrr,345.3405233,2021-02-02
206,354,hrr,64.2576085,2021-02-02
207,355,hrr,260.79268,2021-02-02
208,356,hrr,1283.6284733,2021-02-02
209,357,hrr,580.4453865,2021-02-02
210,358,hrr,179.6518662,2021-02-02
211,359,hrr,64.6699628,2021-02-02
212,360,hrr,97.5558074,2021-02-02
213,362,hrr,67.0914222,2021-02-02
214,363,hrr,176.2548983,2021-02-02
273,445,hrr,88.4270428,2021-02-02
14,113,hrr,539.0765242,2021-02-03
152,285,hrr,215.1794526,2021-02-03
159,296,hrr,120.6427493,2021-02-03
161,299,hrr,406.1497707,2021-02-03
162,300,hrr,78.5849056,2021-02-03
192,335,hrr,214.2057477,2021-02-03
201,346,hrr,282.4580433,2021-02-03
202,347,hrr,96.640068,2021-02-03
203,350,hrr,222.439886,2021-02-03
204,351,hrr,205.0526939,2021-02-03
205,352,hrr,227.5454399,2021-02-03
206,354,hrr,39.8311709,2021-02-03
207,355,hrr,214.8608904,2021-02-03
208,356,hrr,896.1832688,2021-02-03
209,357,hrr,836.0817931,2021-02-03
210,358,hrr,139.0126084,2021-02-03
211,359,hrr,45.7163242,2021-02-03
212,360,hrr,57.0269939,2021-02-03
213,362,hrr,38.2724358,2021-02-03
214,363,hrr,112.1432849,2021-02-03
273,445,hrr,102.1046901,2021-02-03
14,113,hrr,821.6059315,2021-02-04
152,285,hrr,348.5385129,2021-02-04
159,296,hrr,174.1429652,2021-02-04
161,299,hrr,768.1430407,2021-02-04
162,300,hrr,96.2517181,2021-02-04
192,335,hrr,188.6353002,2021-02-04
201,346,hrr,270.2417407,2021-02-04
202,347,hrr,64.4933485,2021-02-04
203,350,hrr,249.8786995,2021-02-04
204,351,hrr,264.5238706,2021-02-04
205,352,hrr,320.296433,2021-02-04
206,354,hrr,45.2951515,2021-02-04
207,355,hrr,253.516902,2021-02-04
208,356,hrr,961.1835043,2021-02-04
209,357,hrr,763.2621613,2021-02-04
210,358,hrr,158.2373391,2021-02-04
211,359,hrr,46.2120843,2021-02-04
212,360,hrr,67.7810316,2021-02-04
213,362,hrr,76.8095321,2021-02-04
214,363,hrr,139.2629789,2021-02-04
273,445,hrr,157.950264,2021-02-04
14,113,hrr,860.7595015,2021-02-05
152,285,hrr,451.8994944,2021-02-05
159,296,hrr,137.2887029,2021-02-05
161,299,hrr,554.3462342,2021-02-05
162,300,hrr,112.2724497,2021-02-05
192,335,hrr,170.549073,2021-02-05
201,346,hrr,436.1707406,2021-02-05
202,347,hrr,78.9487912,2021-02-05
203,350,hrr,1450.5732526,2021-02-05
204,351,hrr,203.952732,2021-02-05
205,352,hrr,377.7313468,2021-02-05
206,354,hrr,60.5876314,2021-02-05
207,355,hrr,269.1716928,2021-02-05
208,356,hrr,1126.2437197,2021-02-05
209,357,hrr,840.3135664,2021-02-05
210,358,hrr,180.8189131,2021-02-05
211,359,hrr,55.0377053,2021-02-05
212,360,hrr,75.2699916,2021-02-05
213,362,hrr,83.2360868,2021-02-05
214,363,hrr,163.4813048,2021-02-05
273,445,hrr,114.3210619,2021-02-05
14,113,hrr,793.7613297,2021-02-06
152,285,hrr,521.7998966,2021-02-06
159,296,hrr,161.1528878,2021-02-06
161,299,hrr,573.9851964,2021-02-06
162,300,hrr,97.6006187,2021-02-06
192,335,hrr,139.139472,2021-02-06
201,346,hrr,507.578683,2021-02-06
202,347,hrr,91.4253745,2021-02-06
203,350,hrr,290.6418495,2021-02-06
204,351,hrr,198.1180785,2021-02-06
205,352,hrr,378.4257003,2021-02-06
206,354,hrr,68.1685362,2021-02-06
207,355,hrr,334.2213795,2021-02-06
208,356,hrr,1247.7033826,2021-02-06
209,357,hrr,727.0704781,2021-02-06
210,358,hrr,208.5048579,2021-02-06
211,359,hrr,60.7704512,2021-02-06
212,360,hrr,103.3237251,2021-02-06
213,362,hrr,96.5058957,2021-02-06
214,363,hrr,209.8158143,2021-02-06
273,445,hrr,166.7170098,2021-02-06
14,113,hrr,730.1674088,2021-02-07
152,285,hrr,514.5625256,2021-02-07
159,296,hrr,125.6519,2021-02-07
161,299,hrr,410.6363043,2021-02-07
162,300,hrr,82.6579325,2021-02-07
192,335,hrr,88.9834033,2021-02-07
201,346,hrr,552.2273672,2021-02-07
202,347,hrr,80.5692452,2021-02-07
203,350,hrr,366.9940702,2021-02-07
204,351,hrr,169.2885214,2021-02-07
205,352,hrr,409.2070367,2021-02-07
206,354,hrr,30.1757526,2021-02-07
207,355,hrr,436.5647307,2021-02-07
208,356,hrr,1301.7245414,2021-02-07
209,357,hrr,588.0500141,2021-02-07
210,358,hrr,233.3505923,2021-02-07
211,359,hrr,56.6450767,2021-02-07
212,360,hrr,115.1467152,2021-02-07
213,362,hrr,81.9018397,2021-02-07
214,363,hrr,227.0531426,2021-02-07
273,445,hrr,97.954486,2021-02-07
14,113,hrr,443.6580946,2021-02-08
152,285,hrr,292.9541179,2021-02-08
159,296,hrr,72.576454,2021-02-08
161,299,hrr,376.1422629,2021-02-08
162,300,hrr,77.3422749,2021-02-08
192,335,hrr,121.476949,2021-02-08
201,346,hrr,218.6146374,2021-02-08
202,347,hrr,44.3784768,2021-02-08
203,350,hrr,137.6817345,2021-02-08
204,351,hrr,97.75892,2021-02-08
205,352,hrr,185.1686124,2021-02-08
206,354,hrr,55.5252924,2021-02-08
207,355,hrr,154.4130632,2021-02-08
208,356,hrr,885.884329,2021-02-08
209,357,hrr,413.4126701,2021-02-08
210,358,hrr,116.11145,2021-02-08
211,359,hrr,43.0720708,2021-02-08
212,360,hrr,68.3459726,2021-02-08
213,362,hrr,54.6199193,2021-02-08
214,363,hrr,138.0277575,2021-02-08
273,445,hrr,72.1748185,2021-02-08
14,113,hrr,554.3120347,2021-02-09
152,285,hrr,367.4770866,2021-02-09
159,296,hrr,66.9753422,2021-02-09
161,299,hrr,190.1241709,2021-02-09
162,300,hrr,56.0432682,2021-02-09
192,335,hrr,144.2884705,2021-02-09
201,346,hrr,624.1003647,2021-02-09
202,347,hrr,108.9042568,2021-02-09
203,350,hrr,225.8552032,2021-02-09
204,351,hrr,173.849508,2021-02-09
205,352,hrr,474.5000243,2021-02-09
206,354,hrr,64.170875,2021-02-09
207,355,hrr,308.0869548,2021-02-09
208,356,hrr,1301.1062419,2021-02-09
209,357,hrr,900.7394875,2021-02-09
210,358,hrr,206.8459525,2021-02-09
211,359,hrr,49.3067862,2021-02-09
212,360,hrr,74.0568048,2021-02-09
213,362,hrr,55.7266228,2021-02-09
214,363,hrr,152.5763481,2021-02-09
273,445,hrr,76.7948226,2021-02-09
14,113,hrr,460.6789217,2021-02-10
152,285,hrr,455.1161477,2021-02-10
159,296,hrr,101.1120975,2021-02-10
161,299,hrr,497.2771094,2021-02-10
162,300,hrr,83.3775091,2021-02-10
192,335,hrr,174.5570824,2021-02-10
201,346,hrr,323.9880275,2021-02-10
202,347,hrr,91.7011329,2021-02-10
203,350,hrr,148.7900427,2021-02-10
204,351,hrr,143.415288,2021-02-10
205,352,hrr,252.7505784,2021-02-10
206,354,hrr,58.775665,2021-02-10
207,355,hrr,221.6619954,2021-02-10
208,356,hrr,1064.7372719,2021-02-10
209,357,hrr,648.0526908,2021-02-10
210,358,hrr,144.3635271,2021-02-10
211,359,hrr,36.1188863,2021-02-10
212,360,hrr,96.9502529,2021-02-10
213,362,hrr,59.5170421,2021-02-10
214,363,hrr,124.1486677,2021-02-10
273,445,hrr,120.8724301,2021-02-10
14,113,hrr,629.2012375,2021-02-11
152,285,hrr,438.6044636,2021-02-11
159,296,hrr,122.2522029,2021-02-11
161,299,hrr,548.318675,2021-02-11
162,300,hrr,65.6875804,2021-02-11
192,335,hrr,149.1174353,2021-02-11
201,346,hrr,540.0343099,2021-02-11
202,347,hrr,100.3554448,2021-02-11
203,350,hrr,253.052796,2021-02-11
204,351,hrr,208.8057721,2021-02-11
205,352,hrr,321.8626261,2021-02-11
206,354,hrr,75.6387518,2021-02-11
207,355,hrr,369.7984803,2021-02-11
208,356,hrr,1187.8691391,2021-02-11
209,357,hrr,719.7239472,2021-02-11
210,358,hrr,176.2620458,2021-02-11
211,359,hrr,37.2510052,2021-02-11
212,360,hrr,103.2751514,2021-02-11
213,362,hrr,65.4801027,2021-02-11
214,363,hrr,196.1911047,2021-02-11
273,445,hrr,98.8596732,2021-02-11
14,113,hrr,532.6017123,2021-02-12
152,285,hrr,410.1015877,2021-02-12
159,296,hrr,93.4481887,2021-02-12
161,299,hrr,461.2163733,2021-02-12
162,300,hrr,46.9305521,2021-02-12
192,335,hrr,175.5985994,2021-02-12
201,346,hrr,457.6119379,2021-02-12
202,347,hrr,72.2261444,2021-02-12
203,350,hrr,237.5035481,2021-02-12
204,351,hrr,165.1583615,2021-02-12
205,352,hrr,337.4292797,2021-02-12
206,354,hrr,47.0213601,2021-02-12
207,355,hrr,236.5819075,2021-02-12
208,356,hrr,1071.1606381,2021-02-12
209,357,hrr,626.7578651,2021-02-12
210,358,hrr,189.5019997,2021-02-12
211,359,hrr,24.9970332,2021-02-12
212,360,hrr,88.0584266,2021-02-12
213,362,hrr,54.0087785,2021-02-12
214,363,hrr,151.9846824,2021-02-12
273,445,hrr,98.3909235,2021-02-12
14,113,hrr,631.1624664,2021-02-13
152,285,hrr,453.3876522,2021-02-13
159,296,hrr,101.3428386,2021-02-13
161,299,hrr,440.4570158,2021-02-13
162,300,hrr,68.9450261,2021-02-13
192,335,hrr,135.0906354,2021-02-13
201,346,hrr,477.3144613,2021-02-13
202,347,hrr,97.7787338,2021-02-13
203,350,hrr,294.3385361,2021-02-13
204,351,hrr,186.5070526,2021-02-13
205,352,hrr,317.7884159,2021-02-13
206,354,hrr,51.4529575,2021-02-13
207,355,hrr,315.7507197,2021-02-13
208,356,hrr,1074.2936553,2021-02-13
209,357,hrr,663.2643917,2021-02-13
210,358,hrr,170.2590398,2021-02-13
211,359,hrr,44.8571651,2021-02-13
212,360,hrr,121.748558,2021-02-13
213,362,hrr,94.1123098,2021-02-13
214,363,hrr,208.4299928,2021-02-13
273,445,hrr,77.7496354,2021-02-13
14,113,hrr,422.3856095,2021-02-14
152,285,hrr,266.0819482,2021-02-14
159,296,hrr,96.1475539,2021-02-14
161,299,hrr,542.0128403,2021-02-14
162,300,hrr,63.8454256,2021-02-14
192,335,hrr,100.6639876,2021-02-14
201,346,hrr,284.5534251,2021-02-14
202,347,hrr,42.5593085,2021-02-14
203,350,hrr,193.4754332,2021-02-14
204,351,hrr,152.0534813,2021-02-14
205,352,hrr,225.9129434,2021-02-14
206,354,hrr,26.2574878,2021-02-14
207,355,hrr,190.0665988,2021-02-14
208,356,hrr,682.989592,2021-02-14
209,357,hrr,491.6911655,2021-02-14
210,358,hrr,87.776114,2021-02-14
211,359,hrr,24.9984617,2021-02-14
212,360,hrr,58.3482434,2021-02-14
213,362,hrr,43.0040746,2021-02-14
214,363,hrr,118.4028916,2021-02-14
273,445,hrr,90.752758,2021-02-14
14,113,hrr,350.8782064,2021-02-15
152,285,hrr,166.8239493,2021-02-15
159,296,hrr,76.3570159,2021-02-15
161,299,hrr,244.4373495,2021-02-15
162,300,hrr,46.9380539,2021-02-15
192,335,hrr,94.2339984,2021-02-15
201,346,hrr,142.7665554,2021-02-15
202,347,hrr,29.2599079,2021-02-15
203,350,hrr,124.5033918,2021-02-15
204,351,hrr,109.2024985,2021-02-15
205,352,hrr,179.0067041,2021-02-15
206,354,hrr,32.7804058,2021-02-15
207,355,hrr,162.689728,2021-02-15
208,356,hrr,599.2371072,2021-02-15
209,357,hrr,420.7837998,2021-02-15
210,358,hrr,76.7355842,2021-02-15
211,359,hrr,21.9917354,2021-02-15
212,360,hrr,29.1063628,2021-02-15
213,362,hrr,22.6274454,2021-02-15
214,363,hrr,77.4041077,2021-02-15
273,445,hrr,74.0167905,2021-02-15
14,113,hrr,333.3261351,2021-02-16
152,285,hrr,413.2637333,2021-02-16
159,296,hrr,70.0595733,2021-02-16
161,299,hrr,292.1569903,2021-02-16
162,300,hrr,46.2602183,2021-02-16
192,335,hrr,121.6238702,2021-02-16
201,346,hrr,348.1366462,2021-02-16
202,347,hrr,51.7152789,2021-02-16
203,350,hrr,131.5118945,2021-02-16
204,351,hrr,107.1719617,2021-02-16
205,352,hrr,251.7195863,2021-02-16
206,354,hrr,23.3731871,2021-02-16
207,355,hrr,179.6737959,2021-02-16
208,356,hrr,606.2824369,2021-02-16
209,357,hrr,540.4786375,2021-02-16
210,358,hrr,153.9251585,2021-02-16
211,359,hrr,25.6293073,2021-02-16
212,360,hrr,71.9732008,2021-02-16
213,362,hrr,59.1684762,2021-02-16
214,363,hrr,88.7191148,2021-02-16
273,445,hrr,71.1032122,2021-02-16
14,113,hrr,337.1646638,2021-02-17
152,285,hrr,391.4175648,2021-02-17
159,296,hrr,85.7508418,2021-02-17
161,299,hrr,257.6869905,2021-02-17
162,300,hrr,40.8278648,2021-02-17
192,335,hrr,107.4980081,2021-02-17
201,346,hrr,395.4036125,2021-02-17
202,347,hrr,64.917169,2021-02-17
203,350,hrr,250.0831239,2021-02-17
204,351,hrr,144.2343709,2021-02-17
205,352,hrr,291.8628447,2021-02-17
206,354,hrr,42.183351,2021-02-17
207,355,hrr,226.127326,2021-02-17
208,356,hrr,1374.6816289,2021-02-17
209,357,hrr,558.1880229,2021-02-17
210,358,hrr,152.6710499,2021-02-17
211,359,hrr,27.2030188,2021-02-17
212,360,hrr,98.6440914,2021-02-17
213,362,hrr,54.768169,2021-02-17
214,363,hrr,127.7404115,2021-02-17
273,445,hrr,65.3173721,2021-02-17
14,113,hrr,504.1489241,2021-02-18
152,285,hrr,319.5855421,2021-02-18
159,296,hrr,135.6294214,2021-02-18
161,299,hrr,468.6131308,2021-02-18
162,300,hrr,48.4207047,2021-02-18
192,335,hrr,115.6052072,2021-02-18
201,346,hrr,422.7284325,2021-02-18
202,347,hrr,61.8580418,2021-02-18
203,350,hrr,128.1052213,2021-02-18
204,351,hrr,129.5402039,2021-02-18
205,352,hrr,291.4693945,2021-02-18
206,354,hrr,43.7639128,2021-02-18
207,355,hrr,256.9861242,2021-02-18
208,356,hrr,1071.5622371,2021-02-18
209,357,hrr,578.8379225,2021-02-18
210,358,hrr,221.7024548,2021-02-18
211,359,hrr,25.1123367,2021-02-18
212,360,hrr,58.5908468,2021-02-18
213,362,hrr,47.4684773,2021-02-18
214,363,hrr,149.8565952,2021-02-18
273,445,hrr,82.0346901,2021-02-18
14,113,hrr,533.8492592,2021-02-19
152,285,hrr,365.2735902,2021-02-19
159,296,hrr,125.0068033,2021-02-19
161,299,hrr,313.7169473,2021-02-19
162,300,hrr,61.5768811,2021-02-19
192,335,hrr,114.2579788,2021-02-19
201,346,hrr,318.4273849,2021-02-19
202,347,hrr,74.0026596,2021-02-19
203,350,hrr,146.2133575,2021-02-19
204,351,hrr,153.8858754,2021-02-19
205,352,hrr,184.7329166,2021-02-19
206,354,hrr,67.5217599,2021-02-19
207,355,hrr,130.5172479,2021-02-19
208,356,hrr,868.3235149,2021-02-19
209,357,hrr,576.4234793,2021-02-19
210,358,hrr,99.868778,2021-02-19
211,359,hrr,51.3636101,2021-02-19
212,360,hrr,110.2857376,2021-02-19
213,362,hrr,57.4718208,2021-02-19
214,363,hrr,108.6034311,2021-02-19
273,445,hrr,73.3985981,2021-02-19
14,113,hrr,351.3228174,2021-02-20
152,285,hrr,314.7642121,2021-02-20
159,296,hrr,127.395322,2021-02-20
161,299,hrr,374.7740469,2021-02-20
162,300,hrr,38.9848246,2021-02-20
192,335,hrr,100.8868458,2021-02-20
201,346,hrr,339.2227421,2021-02-20
202,347,hrr,47.6790893,2021-02-20
203,350,hrr,150.9651172,2021-02-20
204,351,hrr,128.4991338,2021-02-20
205,352,hrr,241.6728843,2021-02-20
206,354,hrr,50.4095617,2021-02-20
207,355,hrr,177.1233587,2021-02-20
208,356,hrr,834.0654298,2021-02-20
209,357,hrr,627.2994896,2021-02-20
210,358,hrr,138.5568137,2021-02-20
211,359,hrr,56.1643884,2021-02-20
212,360,hrr,73.8460123,2021-02-20
213,362,hrr,56.2981382,2021-02-20
214,363,hrr,134.2075785,2021-02-20
273,445,hrr,60.6151276,2021-02-20
14,113,hrr,346.1305932,2021-02-21
152,285,hrr,186.1017887,2021-02-21
159,296,hrr,117.5092951,2021-02-21
161,299,hrr,297.6526158,2021-02-21
162,300,hrr,51.3826934,2021-02-21
192,335,hrr,73.5775759,2021-02-21
201,346,hrr,198.148412,2021-02-21
202,347,hrr,37.9944168,2021-02-21
203,350,hrr,116.8728716,2021-02-21
204,351,hrr,112.0831067,2021-02-21
205,352,hrr,139.4820341,2021-02-21
206,354,hrr,25.5295709,2021-02-21
207,355,hrr,117.132105,2021-02-21
